gene_standard_name,gene_name,gene_primary_dbid,cross_ref_id,homolog_standard_name,homolog_systematic_name,homolog_name,disease_identifier,disease_name,data_source,homolog_algorithm,homolog_algorithm_matches,homolog_algorithm_attempts
HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",23498,604521,BNA1,YJR025C,Biosynthesis of Nicotinic Acid,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
HAT1,histone acetyltransferase 1,8520,603053,HAT1,YPL001W,Histone AcetylTransferase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,8,9
HCCS,holocytochrome c synthase,3052,300056,CYC3,YAL039C,CYtochrome C,309801,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 1; LSDMCA1,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
HDLBP,high density lipoprotein binding protein,3069,142695,SCP160,YJL080C,S. cerevisiae protein involved in the Control of Ploidy,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H1B,"histone cluster 1, H1b",3009,142711,HHO1,YPL127C,Histone H One,,,DiOPT,InParanoid|Hieranoid|PANTHER,3,9
HIST1H1C,"histone cluster 1, H1c",3006,142710,HHO1,YPL127C,Histone H One,,,DiOPT,InParanoid|Hieranoid|PANTHER,3,9
HIST1H1D,"histone cluster 1, H1d",3007,142210,HHO1,YPL127C,Histone H One,,,DiOPT,InParanoid|Hieranoid|PANTHER,3,9
HIST1H2AE,"histone cluster 1, H2ae",3012,602786,HTA1,YDR225W,Histone h Two A,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
HIST1H2AE,"histone cluster 1, H2ae",3012,602786,HTA2,YBL003C,Histone h Two A,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
HIST1H2AH,"histone cluster 1, H2ah",85235,615013,HTA1,YDR225W,Histone h Two A,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
HIST1H2AH,"histone cluster 1, H2ah",85235,615013,HTA2,YBL003C,Histone h Two A,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
HIST1H2AI,"histone cluster 1, H2ai",8329,602787,HTA1,YDR225W,Histone h Two A,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
HIST1H2AI,"histone cluster 1, H2ai",8329,602787,HTA2,YBL003C,Histone h Two A,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
HIST1H2AJ,"histone cluster 1, H2aj",8331,602791,HTA1,YDR225W,Histone h Two A,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
HIST1H2AJ,"histone cluster 1, H2aj",8331,602791,HTA2,YBL003C,Histone h Two A,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
HIST1H2BB,"histone cluster 1, H2bb",3018,602803,HTB1,YDR224C,Histone h Two B,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HIST1H2BD,"histone cluster 1, H2bd",3017,602799,HTB1,YDR224C,Histone h Two B,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HIST1H2BD,"histone cluster 1, H2bd",3017,602799,HTB2,YBL002W,Histone h Two B,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HIST1H2BH,"histone cluster 1, H2bh",8345,602806,HTB1,YDR224C,Histone h Two B,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H2BH,"histone cluster 1, H2bh",8345,602806,HTB2,YBL002W,Histone h Two B,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H2BK,"histone cluster 1, H2bk",85236,615045,HTB1,YDR224C,Histone h Two B,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HIST1H2BL,"histone cluster 1, H2bl",8340,602800,HTB1,YDR224C,Histone h Two B,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H2BL,"histone cluster 1, H2bl",8340,602800,HTB2,YBL002W,Histone h Two B,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H2BM,"histone cluster 1, H2bm",8342,602802,HTB1,YDR224C,Histone h Two B,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H2BM,"histone cluster 1, H2bm",8342,602802,HTB2,YBL002W,Histone h Two B,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H2BO,"histone cluster 1, H2bo",8348,602808,HTB1,YDR224C,Histone h Two B,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H2BO,"histone cluster 1, H2bo",8348,602808,HTB2,YBL002W,Histone h Two B,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HIST1H3A,"histone cluster 1, H3a",8350,602810,HHT1,YBR010W,Histone H Three,,,DiOPT,InParanoid|OrthoInspector|OMA|SonicParanoid,4,9
HIST1H3A,"histone cluster 1, H3a",8350,602810,HHT2,YNL031C,Histone H Three,,,DiOPT,InParanoid|OrthoInspector|OMA|SonicParanoid,4,9
HIST2H2AA3,"histone cluster 2, H2aa3",8337,142720,HTA1,YDR225W,Histone h Two A,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
HIST2H2AA3,"histone cluster 2, H2aa3",8337,142720,HTA2,YBL003C,Histone h Two A,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
HIST2H3C,"histone cluster 2, H3c",126961,142780,HHT1,YBR010W,Histone H Three,,,DiOPT,InParanoid|OrthoInspector|OMA|SonicParanoid,4,9
HIST2H3C,"histone cluster 2, H3c",126961,142780,HHT2,YNL031C,Histone H Three,,,DiOPT,InParanoid|OrthoInspector|OMA|SonicParanoid,4,9
HM13,histocompatibility (minor) 13,81502,607106,YPF1,YKL100C,Yeast Presenilin-like Family 1,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|SonicParanoid|Ensembl Compara,5,9
HMBS,hydroxymethylbilane synthase,3145,609806,HEM3,YDL205C,HEMe biosynthesis,176000,"PORPHYRIA, ACUTE INTERMITTENT; AIP",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HMGB3,high mobility group box 3,3149,300193,ABF2,YMR072W,ARS-Binding Factor,300915,"MICROPHTHALMIA, SYNDROMIC 13; MCOPS13",DiOPT,PANTHER|InParanoid|OMA|SonicParanoid|Ensembl Compara,5,9
HMGB3,high mobility group box 3,3149,300193,NHP6B,YBR089C-A,Non-Histone Protein,300915,"MICROPHTHALMIA, SYNDROMIC 13; MCOPS13",DiOPT,OrthoInspector|SonicParanoid|PANTHER,3,9
HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B,3182,602688,HRP1,YOL123W,Heterogenous nuclear RibonucleoProtein,,,DiOPT,InParanoid|Hieranoid|Ensembl Compara,3,9
HSFY1,"heat shock transcription factor, Y-linked 1",86614,400029,SKN7,YHR206W,Suppressor of Kre Null,,,DiOPT,Ensembl Compara|SonicParanoid|PANTHER,3,9
HSP90AA1,"heat shock protein 90kDa alpha (cytosolic), class A member 1",3320,140571,HSC82,YMR186W,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
HSP90AA1,"heat shock protein 90kDa alpha (cytosolic), class A member 1",3320,140571,HSP82,YPL240C,Heat Shock Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
HSPA13,"heat shock protein 70kDa family, member 13",6782,601100,SSQ1,YLR369W,Stress-Seventy subfamily Q,,,DiOPT,PANTHER|Ensembl Compara,2,9
HSPA4,heat shock 70kDa protein 4,3308,601113,SSE1,YPL106C,Stress Seventy subfamily E,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HSPA4,heat shock 70kDa protein 4,3308,601113,SSE2,YBR169C,Stress Seventy subfamily E,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HSPA5,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",3309,138120,KAR2,YJL034W,KARyogamy,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
HSPA6,heat shock 70kDa protein 6 (HSP70B'),3310,140555,SSA3,YBL075C,Stress-Seventy subfamily A,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|OMA|SonicParanoid|Ensembl Compara,7,9
HSPA6,heat shock 70kDa protein 6 (HSP70B'),3310,140555,SSA4,YER103W,Stress-Seventy subfamily A,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|OMA|SonicParanoid|Ensembl Compara,7,9
HSPA8,heat shock 70kDa protein 8,3312,600816,SSA1,YAL005C,Stress-Seventy subfamily A,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HSPA8,heat shock 70kDa protein 8,3312,600816,SSA2,YLL024C,Stress-Seventy subfamily A,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
HSPA8,heat shock 70kDa protein 8,3312,600816,SSA3,YBL075C,Stress-Seventy subfamily A,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HSPA8,heat shock 70kDa protein 8,3312,600816,SSA4,YER103W,Stress-Seventy subfamily A,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HSPH1,heat shock 105kDa/110kDa protein 1,10808,610703,SSE1,YPL106C,Stress Seventy subfamily E,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HSPH1,heat shock 105kDa/110kDa protein 1,10808,610703,SSE2,YBR169C,Stress Seventy subfamily E,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
HTRA1,HtrA serine peptidase 1,5654,602194,NMA111,YNL123W,Nuclear Mediator of Apoptosis,600142,"CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY; CARASIL",DiOPT,OrthoInspector|Ensembl Compara,2,9
HTRA1,HtrA serine peptidase 1,5654,602194,NMA111,YNL123W,Nuclear Mediator of Apoptosis,610149,"MACULAR DEGENERATION, AGE-RELATED, 7; ARMD7 MACULAR DEGENERATION, AGE-RELATED, NEOVASCULAR TYPE, SUSCEPTIBILITY TO, INCLUDED",DiOPT,OrthoInspector|Ensembl Compara,2,9
ICMT,isoprenylcysteine carboxyl methyltransferase,23463,605851,STE14,YDR410C,STErile,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IDH3G,isocitrate dehydrogenase 3 (NAD+) gamma,3421,300089,IDH1,YNL037C,Isocitrate DeHydrogenase,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|OMA|SonicParanoid|Ensembl Compara,7,9
IER3IP1,immediate early response 3 interacting protein 1,51124,609382,YOS1,YER074W-A,Yip One Suppressor,614231,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME; MEDS",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IGHMBP2,immunoglobulin mu binding protein 2,3508,600502,HCS1,YKL017C,dna HeliCaSe,616155,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2S; CMT2S",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IGHMBP2,immunoglobulin mu binding protein 2,3508,600502,HCS1,YKL017C,dna HeliCaSe,604320,"SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1; DSMA1",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IMPA1,inositol(myo)-1(or 4)-monophosphatase 1,3612,602064,INM1,YHR046C,INositol Monophosphatase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
IMPDH1,IMP (inosine 5'-monophosphate) dehydrogenase 1,3614,146690,IMD2,YHR216W,IMP Dehydrogenase,613837,LEBER CONGENITAL AMAUROSIS 11; LCA11,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IMPDH1,IMP (inosine 5'-monophosphate) dehydrogenase 1,3614,146690,IMD2,YHR216W,IMP Dehydrogenase,180105,RETINITIS PIGMENTOSA 10; RP10,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IMPDH1,IMP (inosine 5'-monophosphate) dehydrogenase 1,3614,146690,IMD3,YLR432W,IMP Dehydrogenase,613837,LEBER CONGENITAL AMAUROSIS 11; LCA11,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IMPDH1,IMP (inosine 5'-monophosphate) dehydrogenase 1,3614,146690,IMD3,YLR432W,IMP Dehydrogenase,180105,RETINITIS PIGMENTOSA 10; RP10,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IMPDH1,IMP (inosine 5'-monophosphate) dehydrogenase 1,3614,146690,IMD4,YML056C,IMP Dehydrogenase,613837,LEBER CONGENITAL AMAUROSIS 11; LCA11,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
IMPDH1,IMP (inosine 5'-monophosphate) dehydrogenase 1,3614,146690,IMD4,YML056C,IMP Dehydrogenase,180105,RETINITIS PIGMENTOSA 10; RP10,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
ING5,"inhibitor of growth family, member 5",84289,608525,PHO23,YNL097C,PHOsphate metabolism,,,DiOPT,OrthoInspector|PANTHER|Ensembl Compara,3,9
ING5,"inhibitor of growth family, member 5",84289,608525,YNG2,YHR090C,Yeast iNG1 homolog,,,DiOPT,InParanoid|OMA|PANTHER,3,9
INPP5B,inositol polyphosphate-5-phosphatase B,3633,147264,INP54,YOL065C,INositol polyphosphate 5-Phosphatase,,,DiOPT,PANTHER|Ensembl Compara,2,9
IP6K3,inositol hexakisphosphate kinase 3,117283,606993,ARG82,YDR173C,ARGinine requiring,,,DiOPT,PANTHER|Ensembl Compara|OrthoFinder,3,9
IP6K3,inositol hexakisphosphate kinase 3,117283,606993,KCS1,YDR017C,pKC1 Suppressor,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,6,9
IPO5,importin 5,3843,602008,PSE1,YMR308C,Protein Secretion Enhancer,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
KAT7,K(lysine) acetyltransferase 7,11143,609880,SAS2,YMR127C,Something About Silencing,,,DiOPT,InParanoid|Ensembl Compara,2,9
KDM2B,lysine (K)-specific demethylase 2B,84678,609078,JHD1,YER051W,JmjC domain-containing Histone Demethylase,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|SonicParanoid|Ensembl Compara,5,9
KIF5B,kinesin family member 5B,3799,602809,SMY1,YKL079W,Suppressor of MYo2-66,,,DiOPT,Ensembl Compara|PANTHER,2,9
KIFC1,kinesin family member C1,3833,603763,KAR3,YPR141C,KARyogamy,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,5,9
KPNA6,karyopherin alpha 6 (importin alpha 7),23633,610563,SRP1,YNL189W,Suppressor of Rna Polymerase I,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
LAGE3,"L antigen family, member 3",8270,300060,PCC1,YKR095W-A,Polarized growth Chromatin-associated Controller,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder,3,9
LCP1,lymphocyte cytosolic protein 1 (L-plastin),3936,153430,SAC6,YDR129C,Suppressor of ACtin,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
LEPROTL1,leptin receptor overlapping transcript-like 1,23484,607338,VPS55,YJR044C,Vacuolar Protein Sorting,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,8,9
LIPJ,"lipase, family member J",142910,613921,TGL1,YKL140W,TriGlyceride Lipase,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,7,9
LLGL1,lethal giant larvae homolog 1 (Drosophila),3996,600966,SRO77,YBL106C,Suppressor of rho3,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara,6,9
LPIN3,lipin 3,64900,605520,PAH1,YMR165C,Phosphatidic Acid phosphoHydrolase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
LSM1,"LSM1 homolog, mRNA degradation associated",27257,607281,LSM1,YJL124C,Like SM,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",57819,607282,LSM2,YBL026W,Like SM,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",25804,607284,LSM4,YER112W,Like SM,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,7,9
LSM5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",23658,607285,LSM5,YER146W,Like SM,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
LUC7L2,LUC7-like 2 pre-mRNA splicing factor,51631,613056,LUC7,YDL087C,Lethal Unless Cap-binding complex is produced,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,7,9
LYPLA2,lysophospholipase II,11313,616143,TML25,YLR118C,"acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa",,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
LYRM7,LYR motif containing 7,90624,615831,MZM1,YDR493W,Mitochondrial Zinc Maintenance,615838,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8; MC3DN8",DiOPT,Hieranoid|PANTHER|OrthoFinder,3,9
MAD2L1,MAD2 mitotic arrest deficient-like 1 (yeast),4085,601467,MAD2,YJL030W,Mitotic Arrest-Deficient,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
MAEA,macrophage erythroblast attacher,10296,606801,FYV10,YIL097W,Function required for Yeast Viability,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,8,9
MAGEA10,melanoma antigen family A10,4109,300343,NSE3,YDR288W,Non SMC Element,,,DiOPT,InParanoid|Hieranoid|PANTHER,3,9
MAGEB10,melanoma antigen family B10,139422,300761,NSE3,YDR288W,Non SMC Element,,,DiOPT,InParanoid|Hieranoid|PANTHER,3,9
MAK,male germ cell-associated kinase,4117,154235,IME2,YJL106W,Inducer of MEiosis,614181,RETINITIS PIGMENTOSA 62; RP62,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,6,9
MAN2C1,"mannosidase, alpha, class 2C, member 1",4123,154580,AMS1,YGL156W,Alpha-MannoSidase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MAPK1,mitogen-activated protein kinase 1,5594,176948,FUS3,YBL016W,cell FUSion,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MAPK1,mitogen-activated protein kinase 1,5594,176948,KSS1,YGR040W,Kinase Suppressor of Sst2 mutations,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
MAPRE1,"microtubule-associated protein, RP/EB family, member 1",22919,603108,BIM1,YER016W,BInding to Microtubules,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MARS,methionyl-tRNA synthetase,4141,156560,MES1,YGR264C,MEthionyl-tRNA Synthetase,616280,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2U; CMT2U",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MARS,methionyl-tRNA synthetase,4141,156560,MES1,YGR264C,MEthionyl-tRNA Synthetase,615486,INTERSTITIAL LUNG AND LIVER DISEASE; ILLD,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MARS2,"methionyl-tRNA synthetase 2, mitochondrial",92935,609728,MSM1,YGR171C,"Mitochondrial aminoacyl-tRNA Synthetase, Methionine",611390,"SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE; SPAX3",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MARS2,"methionyl-tRNA synthetase 2, mitochondrial",92935,609728,MSM1,YGR171C,"Mitochondrial aminoacyl-tRNA Synthetase, Methionine",616430,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25; COXPD25,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MAST1,microtubule associated serine/threonine kinase 1,22983,612256,RIM15,YFL033C,Regulator of IME2,,,DiOPT,Hieranoid|PANTHER,2,9
MAT1A,"methionine adenosyltransferase I, alpha",4143,610550,SAM1,YLR180W,S-AdenosylMethionine requiring,250850,METHIONINE ADENOSYLTRANSFERASE DEFICIENCY,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MAT1A,"methionine adenosyltransferase I, alpha",4143,610550,SAM2,YDR502C,S-AdenosylMethionine requiring,250850,METHIONINE ADENOSYLTRANSFERASE DEFICIENCY,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MCM2,minichromosome maintenance complex component 2,4171,116945,MCM2,YBL023C,MiniChromosome Maintenance,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MCM6,minichromosome maintenance complex component 6,4175,601806,MCM6,YGL201C,MiniChromosome Maintenance,223100,"LACTOSE INTOLERANCE, ADULT TYPE",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
MCM7,minichromosome maintenance complex component 7,4176,600592,MCM7,YBR202W,MiniChromosome Maintenance,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
MCTS1,malignant T cell amplified sequence 1,28985,300587,TMA20,YER007C-A,Translation Machinery Associated,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
ME1,"malic enzyme 1, NADP(+)-dependent, cytosolic",4199,154250,MAE1,YKL029C,MAlic Enzyme,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,5,9
ME2,"malic enzyme 2, NAD(+)-dependent, mitochondrial",4200,154270,MAE1,YKL029C,MAlic Enzyme,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,5,9
MEAF6,MYST/Esa1-associated factor 6,64769,611001,EAF6,YJR082C,Esa1p-Associated Factor,,,DiOPT,PANTHER|OrthoFinder,2,9
MED10,mediator complex subunit 10,84246,612382,NUT2,YPR168W,Negative regulation of URS Two,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
MED13,mediator complex subunit 13,9969,603808,SSN2,YDR443C,Suppressor of SNf1,,,DiOPT,Hieranoid|PANTHER|OrthoFinder,3,9
